address,latitude,longitude,number_of_raids,proportion_no_action,raid_dates_and_resolutions
3848 WHITE PLAINS ROAD Bronx,40.88510345,-73.86162999,12,0.0,"[('2016-02-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-07-15', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-02-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-10-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-02-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-10-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-07-15', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P'), ('2017-07-15', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-02-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-10-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-07-15', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-10-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
3855 BRONXWOOD AVENUE Bronx,40.88343797,-73.85650704,3,1.0,"[('2015-02-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-12-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-09-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
3858 FLATBUSH AVENUE Brooklyn,,,1,1.0,"[('2012-08-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
3858 FLATLAND AVENUE Brooklyn,,,2,0.0,"[('2012-06-16', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P'), ('2012-06-16', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
3858 FLATLANDS AVENUE Brooklyn,,,1,0.0,"[('2012-06-16', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
386 VAN DUZER STREET Staten Island,40.62881938,-74.08017449,2,0.0,"[('2015-05-30', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2015-05-30', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
388 VAN DUZER STREET Staten Island,40.62881938,-74.08017449,2,0.0,"[('2015-05-31', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2015-05-31', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
39 ELDRIDGE STREET Manhattan,40.71571539,-73.99349319,4,0.0,"[('2012-10-20', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2012-10-20', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2012-10-20', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-06-25', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
39 ESSEX STREET Manhattan,40.71624044,-73.98971533,1,1.0,"[('2016-05-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
39-01 104 STREET Queens,40.75063181,-73.86178327,1,1.0,"[('2012-07-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
39-09 104 STREET Queens,40.7503681,-73.86164639,5,0.8,"[('2015-01-23', 'NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION'), ('2015-11-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-06-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-08-24', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
39-14 104 STREET Queens,40.75042966,-73.86229523,4,0.75,"[('2012-12-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-07-06', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-11-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-06-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
39-24 BELL BOULEVARD Queens,40.76455542,-73.77180116,1,1.0,"[('2012-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
390 EAST 204 STREET Bronx,40.87119888,-73.8772405,2,0.0,"[('2015-05-09', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-05-09', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
3904 WHITE PLAINS ROAD Bronx,40.88581235,-73.86122591,2,1.0,"[('2012-02-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-05-17', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
391 HOWARD AVENUE Brooklyn,40.67419308,-73.91932403,1,1.0,"[('2013-03-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
3915 BROADWAY Manhattan,40.83841498,-73.94225256,1,1.0,"[('2017-03-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
3920 BROADWAY Manhattan,40.83845342,-73.94115476,2,0.5,"[('2012-08-04', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2012-12-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
395 WYTHE AVENUE Brooklyn,40.71114334,-73.96635716,4,0.0,"[('2015-07-02', 'VACATE'), ('2015-07-02', 'VACATE'), ('2014-11-23', 'VACATE'), ('2014-11-23', 'VACATE')]"
3950 10 AVENUE Manhattan,40.86733999,-73.91723202,2,0.0,"[('2012-06-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2012-06-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
3956 10 AVENUE Manhattan,40.86733999,-73.91723202,1,1.0,"[('2013-01-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
3964 10 AVENUE Manhattan,40.86733999,-73.91723202,2,0.5,"[('2016-07-23', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-03-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4 SAINT PAULS AVENUE Staten Island,40.63766927,-74.07828109,2,0.0,"[('2014-02-19', 'VACATE'), ('2014-01-12', 'VACATE')]"
40 AVENUE C Manhattan,40.721784299999996,-73.98020878,2,1.0,"[('2013-03-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-03-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
40 EAST 4 STREET Manhattan,40.72707175,-73.99197678,1,0.0,"[('2013-05-23', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
40 MARKET STREET Manhattan,40.71244187,-73.99411552,1,1.0,"[('2016-12-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
40 WEST 8 STREET Manhattan,40.73292792,-73.99837636,1,1.0,"[('2014-10-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
40-05 BELL BOULEVARD Queens,40.76407408,-73.77085655,1,0.0,"[('2014-10-10', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
40-08 74 STREET Queens,40.74645573,-73.89163251,4,0.0,"[('2015-12-13', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2015-07-10', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-07-10', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-07-10', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
40-09 BELL BOULEVARD Queens,40.76400001,-73.77082594,1,1.0,"[('2014-10-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
40-15 WARREN STREET Queens,40.74869287,-73.86983796,1,0.0,"[('2017-04-22', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
40-30 NATIONAL STREET Queens,40.74897146,-73.86330161,2,0.0,"[('2014-02-15', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-02-15', 'ECB VIOLATION SERVED')]"
40-32 NATIONAL STREET Queens,40.74897146,-73.86330161,1,0.0,"[('2013-10-26', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
400 CLAREMONT PARKWAY Bronx,40.83947416,-73.9051973,1,1.0,"[('2012-06-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4001 AVENUE H Brooklyn,40.63246415,-73.93767608,2,0.0,"[('2012-09-15', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2013-10-12', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
4011 EAST TREMONT AVENUE Bronx,40.82030789,-73.81758194,1,1.0,"[('2013-03-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4012 BOSTON ROAD Bronx,40.88400361,-73.83221893,1,0.0,"[('2014-03-28', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
4015 QUEENS BOULEVARD Queens,40.74414154,-73.92353529,1,1.0,"[('2012-06-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4026 10 AVENUE Manhattan,40.86942014,-73.91561569,1,0.0,"[('2015-10-29', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
404 WEST 202 STREET Manhattan,40.86045105,-73.91979875,1,0.0,"[('2013-01-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
405 AMSTERDAM AVENUE Manhattan,40.78322437,-73.97784627,1,0.0,"[('2012-12-16', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
405 WEST 39 STREET Manhattan,40.75684274,-73.99433246,1,1.0,"[('2013-09-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
406 3 AVENUE Brooklyn,40.67331062,-73.98985617,1,1.0,"[('2012-07-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
406 BROOME STREET Manhattan,40.72120258,-73.99774001,2,0.0,"[('2012-08-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2012-08-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
407 8 AVENUE Manhattan,40.75001173,-73.99546567,1,1.0,"[('2012-09-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
407 REMSEN AVENUE Brooklyn,40.65583272,-73.92288117,1,0.0,"[('2012-09-15', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
408 WEST 15 STREET Manhattan,40.74177719,-74.00579204,4,0.0,"[('2016-02-13', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-12-09', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2016-02-13', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-02-13', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
409 WEST 13 STREET Manhattan,40.74071009,-74.00632804,3,0.0,"[('2015-10-09', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-10-11', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-10-12', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
409 WEST 14 STREET Manhattan,40.74150859,-74.005989,1,0.0,"[('2013-09-28', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
41-02 COLLEGE POINT BOULEVARD Queens,40.75591811,-73.83387161,1,1.0,"[('2012-09-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
411 3 AVENUE Manhattan,40.74236801,-73.98019015,2,0.5,"[('2017-06-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-19', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
411 THIRD AVENUE Manhattan,40.74236801,-73.98019015,1,1.0,"[('2015-12-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4139 BOSTON ROAD Bronx,40.88675321,-73.82686228,4,0.75,"[('2014-03-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-08-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-09-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-11-22', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
414 EAST 138 STREET Bronx,40.80861947,-73.92246935,2,0.0,"[('2013-04-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-04-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
4141 BOSTON ROAD Bronx,40.88682046,-73.8267023,3,0.0,"[('2012-06-21', 'PLEASE SEE COMPLAINT NUMBER'), ('2012-06-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2012-12-15', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
415 FOREST AVENUE Staten Island,40.63107605,-74.10330379,2,0.0,"[('2014-01-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-01-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
416 WEST 203 STREET Manhattan,40.86120394,-73.92002477,1,1.0,"[('2016-02-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4160 BROADWAY Manhattan,40.84699389,-73.93788164,3,1.0,"[('2016-10-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-10-24', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-03-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4168 BROADWAY Manhattan,40.84734472,-73.9376581,1,1.0,"[('2013-11-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
417 WEST 202 STREET Manhattan,40.86120394,-73.92002477,1,1.0,"[('2016-10-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
418 JERSEY STREET Staten Island,40.63803603,-74.08777561,1,0.0,"[('2013-10-25', 'BUILDINGS VIOLATION(S) SERVED')]"
4181 BROADWAY Manhattan,40.84786607,-73.93833712,1,1.0,"[('2016-10-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
42-06 COLLEGE POINT BOULEVARD Queens,40.75435313,-73.8336746,2,0.5,"[('2016-01-17', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-05-19', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
42-07 162 STREET Queens,40.75991515,-73.80384906,1,1.0,"[('2017-05-19', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
42-17 102 STREET Queens,40.74745072,-73.86279363,1,1.0,"[('2012-10-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
42-22 NATIONAL STREET Queens,40.74697495,-73.86392641,1,0.0,"[('2012-10-06', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
42-24 BELL BOULEVARD Queens,40.76194697,-73.77048197,1,1.0,"[('2012-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
420 PARK AVENUE SOUTH Manhattan,40.74391602,-73.98414335,1,0.0,"[('2012-07-22', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
421 BEACH 129 STREET Queens,40.57837046,-73.84969961,1,1.0,"[('2013-08-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4210 3 AVENUE Brooklyn,40.65217101,-74.01054982,1,0.0,"[('2013-03-23', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
422 UTICA AVENUE Brooklyn,40.66405516,-73.93195504,1,1.0,"[('2013-01-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4224 CHURCH AVENUE Brooklyn,40.6511775,-73.93744189,8,0.0,"[('2015-08-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-02-21', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2016-02-21', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2016-02-21', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-08-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-02-21', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-08-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-08-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
4250 21 STREET Queens,40.75123748,-73.94576774,1,1.0,"[('2012-10-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
43-13 BROADWAY Queens,40.75779746,-73.91596537,1,1.0,"[('2017-01-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
43-20 GREENPOINT AVENUE Queens,40.74098405,-73.92131326,1,1.0,"[('2013-10-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4303 BROADWAY Queens,40.75794116,-73.91627213,1,1.0,"[('2012-06-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
431 WEST 16 STREET Manhattan,40.74307089,-74.00572179,1,0.0,"[('2016-02-12', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
432 NOSTRAND AVENUE Brooklyn,40.68435831,-73.95067106,2,1.0,"[('2014-05-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-09-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
432 WEST 238 STREET Bronx,40.88701283,-73.90454129,2,1.0,"[('2012-07-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-03-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
433 EDGECOMBE AVENUE Manhattan,40.82980074,-73.94005053,2,0.0,"[('2013-06-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-06-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
433 MARCUS GARVEY BOULEVARD Brooklyn,40.68221753,-73.93772515,1,1.0,"[('2015-06-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
435 EAST 153 STREET Bronx,40.81876477,-73.91523225,12,0.08333333333333333,"[('2017-05-12', 'VACATE'), ('2017-03-25', 'VACATE'), ('2017-05-12', 'VACATE'), ('2013-04-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2017-03-25', 'VACATE'), ('2014-02-15', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-05-12', 'VACATE'), ('2013-01-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-05-12', 'VACATE'), ('2017-03-25', 'VACATE'), ('2014-02-15', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-03-25', 'VACATE')]"
44-25 DOUGLASTON PARKWAY Queens,40.76591478,-73.74457365,2,0.0,"[('2012-08-25', 'VACATE'), ('2013-12-04', 'VACATE')]"
440 IRVING AVENUE Brooklyn,40.69615534,-73.90983659,2,0.0,"[('2013-09-21', 'VIOLATION SERVED FOR DISOBEYING VACATE ORDER'), ('2013-09-21', 'VIOLATION SERVED FOR DISOBEYING VACATE ORDER')]"
440 WEST 202 STREET Manhattan,40.86100537,-73.9209435,3,0.6666666666666666,"[('2015-02-06', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2016-08-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-06-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4402 3 AVENUE Brooklyn,40.65117387,-74.01154003,1,0.0,"[('2012-09-29', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
4404 3 AVENUE Brooklyn,40.65113137,-74.01158399,2,0.0,"[('2012-09-29', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2012-09-29', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
4413 4 AVENUE Brooklyn,40.6493459,-74.00908871,1,0.0,"[('2014-08-23', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
4417 NEW UTRECHT AVENUE Brooklyn,40.64011922,-73.99404126,2,0.0,"[('2017-01-06', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2017-01-06', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
444 WEST 204 STREET Manhattan,40.86223807,-73.92016551,1,1.0,"[('2014-02-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4455 BROADWAY Manhattan,40.85723383,-73.93274592,7,0.42857142857142855,"[('2015-07-18', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-02-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-07-18', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-07-18', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-07-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-07-18', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
4466 BAYCHESTER AVENUE Bronx,40.90133359,-73.84655465,2,0.0,"[('2017-05-11', 'VACATE'), ('2012-06-21', 'VACATE')]"
45 SOUTH 3 STREET Brooklyn,40.71375378,-73.96578156,1,0.0,"[('2016-10-02', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
45-02 JUNCTION BOULEVARD Queens,40.74450575,-73.86805855,1,0.0,"[('2016-06-18', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
45-20 21 STREET Queens,40.7472287,-73.94882249999999,1,1.0,"[('2015-03-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
45-50 46 STREET Queens,40.74178631,-73.91925786,9,0.2222222222222222,"[('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2012-10-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-10-14', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2014-03-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-04-28', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
4501 GLENWOOD ROAD Brooklyn,40.63514693,-73.93322561,5,0.2,"[('2013-03-10', 'NO ACCESS'), ('2013-05-05', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-09-29', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2014-09-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-02-15', 'NO ACCESS')]"
4523 5 AVENUE Brooklyn,40.64731188,-74.00762114,1,1.0,"[('2012-09-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
453 WEST 17 STREET Manhattan,40.74400619,-74.00613024,4,0.5,"[('2014-02-08', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2013-09-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-04-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-02-08', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
4585 FURMAN AVENUE Bronx,,,7,0.8571428571428571,"[('2013-02-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-12-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-03-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-06-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-02-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-09-12', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-08-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
459 CITY ISLAND AVENUE Bronx,40.85103055,-73.78931613,1,1.0,"[('2017-03-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
459 MYRTLE AVENUE Brooklyn,40.69352404,-73.96717138,2,1.0,"[('2017-03-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-11-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
46 GANSEVOORT STREET Manhattan,40.73920702,-74.00670149,1,0.0,"[('2014-10-11', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
46 WASHINGTON AVENUE Brooklyn,40.69735428,-73.96800127,1,1.0,"[('2012-12-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
46-12 GREENPOINT AVENUE Queens,40.74207182,-73.91859882,1,1.0,"[('2012-10-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
460 LENOX AVENUE Manhattan,40.81239088,-73.94161085,1,0.0,"[('2013-10-04', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
467 WEST 125 STREET Manhattan,40.81327496,-73.95575622,1,1.0,"[('2017-04-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4685 MANHATTAN COLLEGE PARKWAY Bronx,40.89107772,-73.89823728,1,0.0,"[('2013-03-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
47-16 GREENPOINT AVENUE Queens,40.74249326,-73.91719511,3,1.0,"[('2014-03-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-10-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-10-20', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
4703 CHURCH AVENUE Brooklyn,40.65187826,-73.93307072,4,0.5,"[('2016-02-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-04-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-09-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-06-04', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
4706 CHURCH AVENUE Brooklyn,40.65138893,-73.93294518,3,0.6666666666666666,"[('2017-04-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-09-20', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-01-17', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
