address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263657R,071417CERJM03,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2017-07-14T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263657R,071417CERJM04,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2017-07-14T00:00:00.csv,3601 BOSTON ROADBronx
3601 EAST TREMONT AVENUE,Bronx,BX,2076682,5427.0,50.0,2015-12-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82428593,40.82903851,2076682.0,0,0,0,0,,3601 EAST TREMONT AVENUEBronx
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2016-02-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94349164,40.65134367,3108775.0,12,0,7,0,cases/3605 CHURCH AVENUE_BROOKLYN_2016-02-20T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC03,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC01,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC02,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC01,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC02,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC03,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC02,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-01-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117983R,013115CNEJM02,-73.94349164,40.65134367,3108775.0,12,0,0,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-01-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC03,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC01,-73.94349164,40.65134367,3108775.0,12,0,6,0,cases/3605 CHURCH AVENUE_BROOKLYN_2015-08-30T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873.0,39.0,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94349164,40.65134367,3108775.0,12,0,0,0,cases/3605 CHURCH AVENUE_BROOKLYN_2014-05-18T00:00:00.csv,3605 CHURCH AVENUEBrooklyn
3607 EAST TREMONT AVENUE,Bronx,BX,2076682,5427.0,50.0,2015-12-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82428593,40.82903851,2076682.0,27,1,2,0,cases/3607 EAST TREMONT AVENUE_BRONX_2015-12-20T00:00:00.csv,3607 EAST TREMONT AVENUEBronx
363 GREENWICH STREET,Manhattan,MN,1002095,181.0,7502.0,2013-02-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34951838Z,,-74.00997089,40.71915589,1002095.0,173,3,40,0,cases/363 GREENWICH STREET_MANHATTAN_2013-02-22T00:00:00.csv,363 GREENWICH STREETManhattan
3648 BAILEY AVENUE,Bronx,BX,2015988,3262.0,71.0,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89788149,40.88370373,2015988.0,118,0,0,0,,3648 BAILEY AVENUEBronx
3671 BROADWAY,Manhattan,MN,1062457,2098.0,36.0,2014-10-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399,1062457.0,987,16,156,1,cases/3671 BROADWAY_MANHATTAN_2014-10-03T00:00:00.csv,3671 BROADWAYManhattan
3671 BROADWAY,Manhattan,MN,1062457,2098.0,36.0,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399,1062457.0,987,10,107,0,cases/3671 BROADWAY_MANHATTAN_2013-12-13T00:00:00.csv,3671 BROADWAYManhattan
3671 BROADWAY,Manhattan,MN,1062457,2098.0,36.0,2013-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399,1062457.0,987,4,28,0,cases/3671 BROADWAY_MANHATTAN_2013-06-01T00:00:00.csv,3671 BROADWAYManhattan
369 36 STREET,Brooklyn,BK,3010269,692.0,46.0,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00461477,40.65456543,3010269.0,9,1,1,0,cases/369 36 STREET_BROOKLYN_2013-03-23T00:00:00.csv,369 36 STREETBrooklyn
369 WEST 46 STREET,Manhattan,MN,1025079,1037.0,103.0,2014-11-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99016116,40.76101729,1025079.0,84,1,7,0,cases/369 WEST 46 STREET_MANHATTAN_2014-11-09T00:00:00.csv,369 WEST 46 STREETManhattan
37 ST JAMES PLACE,Manhattan,MN,1001393,116.0,49.0,2014-01-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99896969,40.71225278,1001393.0,109,2,2,0,cases/37 ST JAMES PLACE_MANHATTAN_2014-01-03T00:00:00.csv,37 ST JAMES PLACEManhattan
37-11 57 STREET,Queens,QN,4027683,1212.0,66.0,2013-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90514646,40.74990579999999,4027683.0,17,0,0,0,cases/37-11 57 STREET_QUEENS_2013-10-18T00:00:00.csv,37-11 57 STREETQueens
37-64 90 STREET,Queens,QN,4036331,1477.0,34.0,2015-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87682807,40.74873916,4036331.0,25,0,4,0,cases/37-64 90 STREET_QUEENS_2015-06-06T00:00:00.csv,37-64 90 STREETQueens
37-82 103 STREET,Queens,QN,4044242,1768.0,49.0,2013-10-05,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35065307J,,-73.86360745,40.75113505,4044242.0,11,0,0,0,cases/37-82 103 STREET_QUEENS_2013-10-05T00:00:00.csv,37-82 103 STREETQueens
3758 EAST TREMONT AVENUE,Bronx,BX,2080352,5562.0,16.0,2015-06-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82168519,40.825880299999994,2080352.0,79,2,25,1,cases/3758 EAST TREMONT AVENUE_BRONX_2015-06-04T00:00:00.csv,3758 EAST TREMONT AVENUEBronx
3758 EAST TREMONT AVENUE,Bronx,BX,2080352,5562.0,16.0,2016-05-14,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169013K,051416CNEAC01,-73.82168519,40.825880299999994,2080352.0,79,0,12,0,cases/3758 EAST TREMONT AVENUE_BRONX_2016-05-14T00:00:00.csv,3758 EAST TREMONT AVENUEBronx
375A 5 AVENUE,Brooklyn,BK,3021383,988.0,2.0,2012-07-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985408Y,071412CNETZ01,-73.98439309,40.67101777,3021383.0,2,0,0,0,,375A 5 AVENUEBrooklyn
377 EAST 98 STREET,Brooklyn,BK,3348018,3594.0,5.0,2013-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484,3348018.0,6,0,2,1,cases/377 EAST 98 STREET_BROOKLYN_2013-03-29T00:00:00.csv,377 EAST 98 STREETBrooklyn
377 EAST 98 STREET,Brooklyn,BK,3348018,3594.0,5.0,2012-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484,3348018.0,6,0,2,0,cases/377 EAST 98 STREET_BROOKLYN_2012-10-12T00:00:00.csv,377 EAST 98 STREETBrooklyn
377 EAST 98 STREET,Brooklyn,BK,3348018,3594.0,5.0,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484,3348018.0,6,0,1,1,cases/377 EAST 98 STREET_BROOKLYN_2014-01-10T00:00:00.csv,377 EAST 98 STREETBrooklyn
3785 VICTORY BOULEVARD,Staten Island,SI,5042067,2786.0,29.0,2013-04-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.18217106,40.59756434,5042067.0,27,2,2,0,cases/3785 VICTORY BOULEVARD_STATEN ISLAND_2013-04-12T00:00:00.csv,3785 VICTORY BOULEVARDStaten Island
38-10 DITMARS BOULEVARD,Queens,QN,4823881,805.0,128.0,2015-10-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,,4823881.0,0,0,0,0,,38-10 DITMARS BOULEVARDQueens
38-12 65 STREET,Queens,QN,4447896,1219.0,1.0,2013-03-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89897457,40.74647352,4447896.0,73,0,15,2,cases/38-12 65 STREET_QUEENS_2013-03-01T00:00:00.csv,38-12 65 STREETQueens
38-19 69 STREET,Queens,QN,4029697,1282.0,4.0,2016-10-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89609168,40.74663433,4029697.0,19,0,1,0,cases/38-19 69 STREET_QUEENS_2016-10-15T00:00:00.csv,38-19 69 STREETQueens
38-22 108 STREET,Queens,QN,4531250,1775.0,7502.0,2017-04-29,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245116P,042917CNESC02,-73.85956289,40.7516123,4531250.0,9,0,0,0,cases/38-22 108 STREET_QUEENS_2017-04-29T00:00:00.csv,38-22 108 STREETQueens
38-22 108 STREET,Queens,QN,4531250,1775.0,7502.0,2012-12-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006476K,113012CNEJM01,-73.85956289,40.7516123,4531250.0,9,0,0,0,cases/38-22 108 STREET_QUEENS_2012-12-01T00:00:00.csv,38-22 108 STREETQueens
380 COLUMBUS AVENUE,Manhattan,MN,1030257,1150.0,29.0,2013-10-18,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030560N,,,,1030257.0,104,1,7,0,cases/380 COLUMBUS AVENUE_MANHATTAN_2013-10-18T00:00:00.csv,380 COLUMBUS AVENUEManhattan
3801 10 AVENUE,Manhattan,MN,1064495,2200.0,5.0,2013-01-11,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34925570H,011113CERDG01,-73.92016551,40.86223807,1064495.0,11,0,3,0,cases/3801 10 AVENUE_MANHATTAN_2013-01-11T00:00:00.csv,3801 10 AVENUEManhattan
3804 BROADWAY,Queens,QN,4010407,656.0,35.0,2017-06-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91975798,40.75905005,4010407.0,0,0,0,0,,3804 BROADWAYQueens
3805 10 AVENUE,Manhattan,MN,1064495,2200.0,5.0,2013-01-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92016551,40.86223807,1064495.0,96,0,11,0,cases/3805 10 AVENUE_MANHATTAN_2013-01-12T00:00:00.csv,3805 10 AVENUEManhattan
3813 BOSTON ROAD,Bronx,BX,2097416,4918.0,1.0,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8382656,40.8818248,2097416.0,7,0,0,0,cases/3813 BOSTON ROAD_BRONX_2014-03-28T00:00:00.csv,3813 BOSTON ROADBronx
3813 BOSTON ROAD,Bronx,BX,2097416,4918.0,1.0,2013-11-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35030570R,,-73.8382656,40.8818248,2097416.0,7,0,0,0,cases/3813 BOSTON ROAD_BRONX_2013-11-22T00:00:00.csv,3813 BOSTON ROADBronx
3813 BOSTON ROAD,Bronx,BX,2097416,4918.0,1.0,2013-02-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,34995246J,,-73.8382656,40.8818248,2097416.0,7,0,0,0,cases/3813 BOSTON ROAD_BRONX_2013-02-22T00:00:00.csv,3813 BOSTON ROADBronx
382 FOREST AVENUE,Staten Island,SI,5006935,252.0,6.0,2014-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081113L,,-74.10203317,40.63076392,5006935.0,58,0,0,0,cases/382 FOREST AVENUE_STATEN ISLAND_2014-01-12T00:00:00.csv,382 FOREST AVENUEStaten Island
383 3 AVENUE,Manhattan,MN,1019872,908.0,5.0,2016-12-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98083825,40.74152468,1019872.0,27,0,6,0,cases/383 3 AVENUE_MANHATTAN_2016-12-17T00:00:00.csv,383 3 AVENUEManhattan
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168900M,021916CERMT71,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-02-20T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263663N,071517CERJM07,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2017-07-15T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168210P,021919CERDM02,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-02-20T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212713M,093016CNETV02,-73.86162999,40.88510345,2058183.0,4,0,2,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-10-01T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168210P,021916CERMT71,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-02-20T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212713M,093016CNEAC02,-73.86162999,40.88510345,2058183.0,4,0,2,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-10-01T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263663N,071517CERJM08,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2017-07-15T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263661J,071517CERJM08,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2017-07-15T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168900M,021919CERDM02,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-02-20T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212714Y,093016CNETV02,-73.86162999,40.88510345,2058183.0,4,0,2,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-10-01T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263661J,071517CERJM07,-73.86162999,40.88510345,2058183.0,4,0,0,0,cases/3848 WHITE PLAINS ROAD_BRONX_2017-07-15T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669.0,44.0,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212714Y,093016CNEAC02,-73.86162999,40.88510345,2058183.0,4,0,2,0,cases/3848 WHITE PLAINS ROAD_BRONX_2016-10-01T00:00:00.csv,3848 WHITE PLAINS ROADBronx
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680.0,1.0,2015-02-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797,2095081.0,38,0,1,0,cases/3855 BRONXWOOD AVENUE_BRONX_2015-02-08T00:00:00.csv,3855 BRONXWOOD AVENUEBronx
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680.0,1.0,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797,2095081.0,38,0,1,0,cases/3855 BRONXWOOD AVENUE_BRONX_2012-12-15T00:00:00.csv,3855 BRONXWOOD AVENUEBronx
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680.0,1.0,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797,2095081.0,38,0,1,0,cases/3855 BRONXWOOD AVENUE_BRONX_2014-09-12T00:00:00.csv,3855 BRONXWOOD AVENUEBronx
3858 FLATBUSH AVENUE,Brooklyn,BK,3814896,8590.0,190.0,2012-08-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,,3814896.0,0,0,0,0,,3858 FLATBUSH AVENUEBrooklyn
3858 FLATLAND AVENUE,Brooklyn,BK,3219313,7859.0,141.0,2012-06-16,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,34951780P,06152012CERFC01,,,3219313.0,1,0,1,0,cases/3858 FLATLAND AVENUE_BROOKLYN_2012-06-16T00:00:00.csv,3858 FLATLAND AVENUEBrooklyn
3858 FLATLAND AVENUE,Brooklyn,BK,3219313,7859.0,141.0,2012-06-16,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34951779H,061512CERLP01,,,3219313.0,1,0,1,0,cases/3858 FLATLAND AVENUE_BROOKLYN_2012-06-16T00:00:00.csv,3858 FLATLAND AVENUEBrooklyn
3858 FLATLANDS AVENUE,Brooklyn,BK,3219313,7859.0,141.0,2012-06-16,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34951781R,061612CERFC01,,,3219313.0,18,0,6,0,cases/3858 FLATLANDS AVENUE_BROOKLYN_2012-06-16T00:00:00.csv,3858 FLATLANDS AVENUEBrooklyn
386 VAN DUZER STREET,Staten Island,SI,5113084,518.0,4.0,2015-05-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137138H,"053115CNETV01,02",-74.08017449,40.62881938,5113084.0,40,0,2,0,cases/386 VAN DUZER STREET_STATEN ISLAND_2015-05-30T00:00:00.csv,386 VAN DUZER STREETStaten Island
386 VAN DUZER STREET,Staten Island,SI,5113084,518.0,4.0,2015-05-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137139J,"053115CNETV01,02",-74.08017449,40.62881938,5113084.0,40,0,2,0,cases/386 VAN DUZER STREET_STATEN ISLAND_2015-05-30T00:00:00.csv,386 VAN DUZER STREETStaten Island
388 VAN DUZER STREET,Staten Island,SI,5108795,518.0,4.0,2015-05-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126464J,"053115CNEAC01,021",-74.08017449,40.62881938,5108795.0,169,2,26,0,cases/388 VAN DUZER STREET_STATEN ISLAND_2015-05-31T00:00:00.csv,388 VAN DUZER STREETStaten Island
388 VAN DUZER STREET,Staten Island,SI,5108795,518.0,4.0,2015-05-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126746H,"053115CNEAC01,021",-74.08017449,40.62881938,5108795.0,169,2,26,0,cases/388 VAN DUZER STREET_STATEN ISLAND_2015-05-31T00:00:00.csv,388 VAN DUZER STREETStaten Island
39 ELDRIDGE STREET,Manhattan,MN,1003900,301.0,30.0,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000506P,101912PANEJM02,-73.99349319,40.71571539,1003900.0,347,1,8,1,cases/39 ELDRIDGE STREET_MANHATTAN_2012-10-20T00:00:00.csv,39 ELDRIDGE STREETManhattan
39 ELDRIDGE STREET,Manhattan,MN,1003900,301.0,30.0,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000504L,101912PANEJM02,-73.99349319,40.71571539,1003900.0,347,1,8,1,cases/39 ELDRIDGE STREET_MANHATTAN_2012-10-20T00:00:00.csv,39 ELDRIDGE STREETManhattan
39 ELDRIDGE STREET,Manhattan,MN,1003900,301.0,30.0,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000504L,101912PANEJM01,-73.99349319,40.71571539,1003900.0,347,1,8,1,cases/39 ELDRIDGE STREET_MANHATTAN_2012-10-20T00:00:00.csv,39 ELDRIDGE STREETManhattan
39 ELDRIDGE STREET,Manhattan,MN,1003900,301.0,30.0,2016-06-25,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180170L,062516CNEJM01,-73.99349319,40.71571539,1003900.0,347,19,87,0,cases/39 ELDRIDGE STREET_MANHATTAN_2016-06-25T00:00:00.csv,39 ELDRIDGE STREETManhattan
39 ESSEX STREET,Manhattan,MN,1004040,310.0,26.0,2016-05-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98971533,40.71624044,1004040.0,147,8,76,0,cases/39 ESSEX STREET_MANHATTAN_2016-05-22T00:00:00.csv,39 ESSEX STREETManhattan
39-01 104 STREET,Queens,QN,4442976,1776.0,78.0,2012-07-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86178327,40.75063181,4442976.0,11,0,0,0,,39-01 104 STREETQueens
39-09 104 STREET,Queens,QN,4044658,1776.0,74.0,2015-01-23,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.86164639,40.7503681,4044658.0,13,0,3,0,cases/39-09 104 STREET_QUEENS_2015-01-23T00:00:00.csv,39-09 104 STREETQueens
39-09 104 STREET,Queens,QN,4044658,1776.0,74.0,2015-11-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681,4044658.0,13,0,0,0,cases/39-09 104 STREET_QUEENS_2015-11-21T00:00:00.csv,39-09 104 STREETQueens
39-09 104 STREET,Queens,QN,4044658,1776.0,74.0,2015-06-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681,4044658.0,13,0,2,0,cases/39-09 104 STREET_QUEENS_2015-06-05T00:00:00.csv,39-09 104 STREETQueens
39-09 104 STREET,Queens,QN,4044658,1776.0,74.0,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681,4044658.0,13,0,0,0,cases/39-09 104 STREET_QUEENS_2014-01-10T00:00:00.csv,39-09 104 STREETQueens
39-09 104 STREET,Queens,QN,4044658,1776.0,74.0,2014-08-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681,4044658.0,13,0,1,0,cases/39-09 104 STREET_QUEENS_2014-08-24T00:00:00.csv,39-09 104 STREETQueens
39-14 104 STREET,Queens,QN,4044385,1770.0,88.0,2012-12-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966,4044385.0,19,0,2,0,cases/39-14 104 STREET_QUEENS_2012-12-01T00:00:00.csv,39-14 104 STREETQueens
39-14 104 STREET,Queens,QN,4044385,1770.0,88.0,2012-07-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985478J,,-73.86229523,40.75042966,4044385.0,19,0,5,0,cases/39-14 104 STREET_QUEENS_2012-07-06T00:00:00.csv,39-14 104 STREETQueens
39-14 104 STREET,Queens,QN,4044385,1770.0,88.0,2016-11-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966,4044385.0,19,0,10,1,cases/39-14 104 STREET_QUEENS_2016-11-20T00:00:00.csv,39-14 104 STREETQueens
39-14 104 STREET,Queens,QN,4044385,1770.0,88.0,2015-06-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966,4044385.0,19,0,2,0,cases/39-14 104 STREET_QUEENS_2015-06-05T00:00:00.csv,39-14 104 STREETQueens
